0.032	15.600	speaker#A	 n/ 아/ 이런 /os2 아이템으로 /oe 하겠습니다. n/ 제가 그래서 옛날 사진을 /os2 찾아보다가 /oe 그/ 오렌지족으로 활동하던 n/ 옛날 그/ 사진을 하나 아/ 나왔는데 /os1 어/ /oe 그때는 뭐였냐하면 머리를 앞머리만 길게 이렇게 강타씨가 그렇게 많이 했었나?
1.240	1.515	speaker#B	 /os2 [네.(BC/continuer)] /oe 
4.255	4.655	speaker#B	 /os2 [네.(BC/continuer)] /oe 
9.350	9.649	speaker#B	/os1 [네.(BC/continuer)] /oe
15.720	16.280	speaker#B	맞아요.
16.420	17.493	speaker#A	어/ /os1 그렇게 머리했었나? /oe 
16.748	19.702	speaker#B	 /os1 예. 요렇게 앞 /oe 앞꼬리를 요렇게 n/ 내렸죠.
19.701	29.392	speaker#A	 n/ 맞아요. /os1 n/ 지금 우리 /oe 고릴라에 올려놨다고 하네요. /os1 그러니까 /oe 한번 구경 해보세요. 대신 비위가 좀 강한 사람들만 보세요. 약 /os1 비위 약한 분들 /oe 
20.216	21.261	speaker#B	 /os1 예. 앞꼬리. /oe 
23.496	23.756	speaker#B	 /os1 [네.(BC/continuer)] /oe 
28.553	32.192	speaker#B	 /os1 아/ 그럼 우리 /oe 잭디님의 실사에요? 그 사진이에요?
32.192	33.680	speaker#A	예예. 어릴때 사진인데
33.680	34.120	speaker#B	[네.(BC/continuer)]
34.293	39.508	speaker#A	그냥 뭐/ 어떻게 좀 안보는게 나을 것 같긴 한데 혹시 저/ 보고 싶으시면 요 요런 느낌에요. 이렇게 앞머리 이렇게 해서
39.659	42.129	speaker#B	/os2 [허어 오오. (BC/assessment)] /oe
41.618	42.821	speaker#A	 /os2 그래도 지금보단 /oe 낫죠?
42.821	46.836	speaker#B	아니 저때는 괜찮았네. n/ 저땐 괜찮네. 보니까.
47.015	48.902	speaker#A	굉장히 n/ 불쾌하네요. n/ 
48.902	50.594	speaker#B	 n/ 아니 멋있다고요. n/ 
50.594	63.964	speaker#A	/os2 (#1035)/(샵 일 공 삼 오) /oe (50원)/(오십 원), (100원)/(백 원)으로 우리 그때 내가 하고 다녔던 우리 그때 잘나갔던 효진이가 했던 우리 그때 인싸였던 누가했던 /os1 아이템 /oe 패션, 헤어스타일 뭐/ 이런 얘기 좀
51.079	51.519	speaker#B	 /os2 [네.(BC/continuer)] /oe 
60.944	61.519	speaker#B	 /os1 [음.(BC/continuer)] /oe 
64.434	73.744	speaker#A	부탁 드리겠습니다. 제가 /os1 사실 /oe 워낙 좋아하는 밴드였고 /os2 팀이였고 /oe 브아걸 자체가 브라운 아이드걸스도 특히 나르샤씨를 좋아해가지고 많은 걸 알고 있습니다.
66.384	66.739	speaker#B	 /os1 [네.(BC/continuer)] /oe 
68.904	69.439	speaker#B	 /os2 [네.(BC/continuer)] /oe 
73.897	75.747	speaker#B	어떤 걸 /os2 알고 있다고요? 음/ /oe 
74.638	85.805	speaker#A	 /os2 원래 그/ /oe 아/ 그/ 누구였지? 암튼 다른 멤버가 /os1 /oe 잠깐 스치듯 몇 번 그/ 실용음악과 학원 학원이였나? /os2 학교에서 막 아무튼 재하씨가! /oe n/ /os1 /oe 그/ 인연으로 합류했다고 하잖아요.
78.798	79.058	speaker#B	 /os1 [네.(BC/continuer)] /oe 
82.248	83.828	speaker#B	 /os2 네, 우리 재아씨. /oe 
83.973	84.343	speaker#B	 /os1 [네.(BC/continuer)] /oe 
85.805	92.179	speaker#B	네. 친구라서 건너 건너 알게 돼서 이제 저를 기억해주고 있다가 예/ 팀에 /os2 합류하게 됐어요. /oe 
91.549	96.013	speaker#A	 /os2 그러면 /oe 그때도 한창 음악 공부하던 학생이면은 /os1 나름 /oe 멋 좀 부리고 다니지 않았습니까?
94.454	94.764	speaker#B	 /os1 [네.(BC/continuer)] /oe 
96.013	107.081	speaker#B	제가 딱 그때 제 발이 (230)/(이백 삼십) /os2 인데요. /oe (280)/(이백 팔십) 그/ 나이땡 n/ 슈즈를 신고 n/ 허리 허리가 한 (32)/(삼십 이) 정도 입었어요. 그 /os2 당시 /oe 
98.803	99.178	speaker#A	 /os2 [어.(BC/continuer)] /oe 
106.328	107.068	speaker#A	 /os2 [아.(BC/assessment)] /oe 
107.081	108.606	speaker#A	허리띠를 쫙 /os1 매가지고. /oe 
107.911	115.194	speaker#B	 /os1 예예예. /oe 졸라 매고 그다음에 그/ 바지통이 정말 한 몇 명이 들어갈 정도로 /os1 그렇게 큰 /oe 거 입고 /os1 다녔거든요. /oe 
113.301	113.886	speaker#A	 /os1 u/ /oe 
114.846	116.296	speaker#A	 /os1 u/ /oe 같은 세대네요. 역시.
116.305	116.696	speaker#B	네.
116.694	120.860	speaker#A	그때 (HOT)/(에이취오티) 다 그렇게 멤버들 /os1 그렇게 /oe 입었고 그런 시절이 기억이 납니다.
118.094	118.604	speaker#B	 /os1 [맞아요.(BC/affirmative)] /oe 
120.860	121.445	speaker#B	 n/ 네.
121.445	122.024	speaker#A	u/
